City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Tazmalt,DZ,36.3868,4.3989,85.48,35,76,3.22,broken clouds
350,Santa Cruz,BO,-17.8,-63.1667,87.85,45,40,13.8,scattered clouds
351,Melfort,CA,52.8667,-104.6177,69.93,40,6,13.8,clear sky
352,Padang,ID,-0.9492,100.3543,75.9,86,90,3.42,overcast clouds
353,Ewa Beach,US,21.3156,-158.0072,82.35,66,100,15.01,overcast clouds
354,Ulladulla,AU,-35.35,150.4667,46.47,71,12,9.1,few clouds
355,Gornopravdinsk,RU,60.05,69.9,52.77,73,4,5.23,clear sky
356,Sonoita,MX,31.85,-112.8333,94.78,32,95,6.29,overcast clouds
357,Kitimat,CA,54.0524,-128.6534,86.92,55,44,3.69,scattered clouds
358,Vardo,NO,70.3705,31.1107,57.18,94,100,6.91,overcast clouds
359,Derzhavinsk,KZ,51.1,66.3167,66.88,52,61,5.97,broken clouds
360,Shingu,JP,33.7333,135.9833,77.88,93,100,0.47,overcast clouds
361,Bouar,CF,5.934,15.596,65.08,98,84,2.1,moderate rain
362,Valparaiso,CL,-33.0393,-71.6273,62.24,86,20,6.91,few clouds
363,Porec,HR,45.2258,13.5939,79.45,78,50,7.67,scattered clouds
364,Gladstone,AU,-23.85,151.25,57.13,51,0,9.22,clear sky
365,Gribanovskiy,RU,51.4579,41.9764,64.38,87,52,4.27,broken clouds
366,Cabo San Lucas,MX,22.8909,-109.9124,95.61,67,39,8.59,scattered clouds
367,Makakilo City,US,21.3469,-158.0858,80.92,65,100,14.97,overcast clouds
368,Acapulco,MX,16.8634,-99.8901,87.62,66,75,4.61,broken clouds
369,Bambanglipuro,ID,-7.95,110.2833,70.93,92,44,3.02,scattered clouds
370,Autun,FR,46.95,4.3,58.82,73,100,3.83,overcast clouds
371,Tessalit,ML,20.1986,1.0114,98.92,9,27,4.43,scattered clouds
372,Hobyo,SO,5.3505,48.5268,75.92,84,20,24.9,few clouds
373,Tongliao,CN,43.6125,122.2653,69.39,76,35,9.89,scattered clouds
374,Sharan,RU,54.8167,54.0,63.21,93,58,5.84,broken clouds
375,Berbera,SO,10.4396,45.0143,92.73,32,96,20.33,overcast clouds
376,Yangjiang,CN,21.85,111.9667,80.49,83,2,4.65,clear sky
377,Cam Ranh,VN,11.9214,109.1591,76.96,88,20,2.3,few clouds
378,Straumen,NO,63.8709,11.2999,53.6,91,100,15.46,overcast clouds
379,Innisfail,AU,-17.5333,146.0333,65.53,87,67,5.35,broken clouds
380,Talnakh,RU,69.4865,88.3972,52.21,72,11,4.83,few clouds
381,Kamalpur,IN,24.2,91.8333,73.94,97,25,1.5,scattered clouds
382,Kvitok,RU,56.0724,98.4813,50.4,99,15,4.94,few clouds
383,Pedernales,DO,18.0384,-71.744,91.44,46,0,16.37,clear sky
384,Tura,IN,25.5198,90.2201,72.14,90,53,2.91,light rain
385,Huaiyin,CN,33.5886,119.0192,73.06,97,7,6.17,clear sky
386,Pochutla,MX,15.7432,-96.4661,82.78,73,92,4.16,overcast clouds
387,Goma,CD,-1.6792,29.2228,67.55,60,100,2.75,overcast clouds
388,Tarakan,ID,3.3,117.6333,78.26,84,99,6.17,overcast clouds
389,Poum,NC,-20.2333,164.0167,72.84,75,1,9.15,clear sky
390,Katima Mulilo,NA,-17.5,24.2667,58.89,43,2,5.95,clear sky
391,Pandan,PH,14.0453,124.1694,79.74,85,99,4.68,overcast clouds
392,Sangareddi,IN,17.6294,78.0917,71.65,94,100,3.74,overcast clouds
393,Goure,NE,13.9835,10.2704,91.02,39,60,13.44,broken clouds
394,Davila,PH,18.4726,120.5763,81.37,81,99,5.73,overcast clouds
395,Port Hardy,CA,50.6996,-127.4199,64.58,77,0,5.75,clear sky
396,Portland,US,45.5234,-122.6762,98.62,38,0,1.01,clear sky
397,Martapura,ID,-3.4167,114.85,77.09,94,100,3.44,mist
398,Coromandel,BR,-18.4733,-47.2003,69.49,38,0,2.73,clear sky
399,Geraldton,AU,-28.7667,114.6,43.21,87,0,10.36,clear sky
400,Mitsamiouli,KM,-11.3847,43.2844,76.21,70,1,5.48,clear sky
401,Sorland,NO,67.667,12.6934,51.66,91,100,30.78,light rain
402,Kedrovyy,RU,56.1667,91.8167,50.41,98,100,4.05,overcast clouds
403,Lorengau,PG,-2.0226,147.2712,81.23,80,87,8.08,overcast clouds
404,Lebu,CL,-37.6167,-73.65,53.22,79,3,17.05,clear sky
405,Libreville,GA,0.3925,9.4537,76.05,81,92,11.27,overcast clouds
406,Valdivia,CL,-39.8142,-73.2459,57.29,92,25,4.99,scattered clouds
407,Taguisa,PH,6.6983,124.0358,77.9,83,100,3.83,overcast clouds
408,Hami,CN,42.8,93.45,79.25,16,1,8.48,clear sky
409,Langsa,ID,4.4683,97.9683,73.76,97,100,2.06,light rain
410,Achacachi,BO,-16.05,-68.6833,51.89,57,80,9.69,broken clouds
411,Shelburne,CA,44.0787,-80.2041,74.3,44,2,7.49,clear sky
412,Lodja,CD,-3.4833,23.4333,80.11,35,100,1.43,overcast clouds
413,Naze,JP,28.3667,129.4833,76.12,77,3,6.67,clear sky
414,Hof,DE,50.3167,11.9167,63.91,66,75,6.91,broken clouds
415,Wembley,AU,-31.9333,115.8,55.6,96,75,10.36,broken clouds
416,Bulgan,MN,48.8125,103.5347,50.16,92,100,2.8,overcast clouds
417,Codrington,AU,-38.2667,141.9667,51.71,94,78,9.28,broken clouds
418,Porto Santo,PT,33.072,-16.3415,70.18,88,40,13.8,scattered clouds
419,Muzhi,RU,65.3667,64.6667,54.86,72,100,11.97,overcast clouds
420,Kidero,RU,42.1932,45.9614,50.56,92,84,1.68,broken clouds
421,Clinton,US,42.587,-82.9199,84.88,55,40,8.05,scattered clouds
422,Riachao Do Jacuipe,BR,-11.8069,-39.3856,70.25,80,65,11.14,broken clouds
423,Sept-Iles,CA,50.2001,-66.3821,73.83,46,75,14.97,broken clouds
424,Zhuhai,CN,22.2769,113.5678,86.86,79,20,8.05,few clouds
425,Zambezi,ZM,-13.5432,23.1047,57.09,34,0,6.82,clear sky
426,Brandfort,ZA,-28.7001,26.4597,47.61,51,70,6.24,light rain
427,Saint-Pierre,RE,-21.3393,55.4781,67.91,74,0,6.91,clear sky
428,Karratha,AU,-20.7377,116.8463,67.48,29,5,9.1,clear sky
429,Dongsheng,CN,39.8161,109.9776,68.09,51,100,6.44,overcast clouds
430,Kemi,FI,65.8596,24.8228,64.17,94,75,18.41,light intensity shower rain
431,Medina Del Campo,ES,41.3124,-4.9141,73.63,37,0,8.01,clear sky
432,Niono,ML,14.2526,-5.993,93.16,38,76,6.13,broken clouds
433,Odienne,CI,9.51,-7.5692,71.98,93,48,1.21,scattered clouds
434,Grand-Santi,GF,4.25,-54.3833,77.95,94,97,2.42,light rain
435,Lumphat,KH,13.4878,106.9816,73.44,98,100,0.13,overcast clouds
436,Keetmanshoop,NA,-26.5833,18.1333,54.93,47,0,8.81,clear sky
437,Aras,ES,42.5617,-2.356,63.01,59,0,6.91,clear sky
438,Lamont,US,35.2597,-118.9143,105.55,11,1,7.85,clear sky
439,Hervey Bay,AU,-25.2986,152.8535,53.37,57,0,11.92,clear sky
440,Malanje,AO,-9.5402,16.341,68.61,22,83,4.83,broken clouds
441,Sorong,ID,-0.8833,131.25,76.1,92,48,7.83,scattered clouds
442,Krasnoselkup,RU,65.7,82.4667,53.35,73,5,9.26,clear sky
443,Nanakuli,US,21.3906,-158.1547,82.35,61,100,11.5,overcast clouds
444,Abu Kamal,SY,34.4506,40.9171,90.57,14,0,7.74,clear sky
445,Pyaozerskiy,RU,65.8333,31.1667,64.2,81,100,9.78,overcast clouds
446,Dangtu,CN,31.5723,118.4928,77.05,90,5,0.67,clear sky
447,Valdemarpils,LV,57.3707,22.5919,60.57,91,100,10.83,overcast clouds
448,Sukhobuzimskoye,RU,56.5,93.2728,52.41,95,100,5.75,overcast clouds
449,Pitanga,BR,-24.7572,-51.7614,63.57,70,14,0.76,few clouds
450,Uruacu,BR,-14.5247,-49.1408,80.15,24,0,0.87,clear sky
451,Titlagarh,IN,20.3,83.15,78.3,88,100,4.32,overcast clouds
452,Wau,SS,7.7029,27.9953,71.01,96,88,4.52,overcast clouds
453,Sokoni,TZ,-6.4333,39.55,75.74,78,40,17.94,scattered clouds
454,Paamiut,GL,61.994,-49.6678,42.8,91,13,19.3,few clouds
455,Aljezur,PT,37.3191,-8.8033,65.8,92,3,14.97,clear sky
456,Fougamou,GA,-1.2154,10.5838,76.8,67,44,4.21,scattered clouds
457,Marsh Harbour,BS,26.5412,-77.0636,84.25,75,67,15.86,broken clouds
458,Dharchula,IN,29.85,80.5333,72.61,97,100,0.96,overcast clouds
459,Siuna,NI,13.7332,-84.7773,73.89,98,100,2.06,overcast clouds
460,Myitkyina,MM,25.3833,97.4,73.44,99,100,1.66,overcast clouds
461,Bumba,CD,2.1833,22.4667,71.67,95,91,1.79,overcast clouds
462,Tarko-Sale,RU,64.9225,77.785,55.47,80,3,7.76,clear sky
463,Vanimo,PG,-2.6741,141.3028,76.96,88,83,4.88,broken clouds
464,Tevriz,RU,57.509,72.4042,62.4,98,100,4.23,overcast clouds
465,Neustadt,DE,49.7117,12.0872,67.32,60,20,0.0,few clouds
466,Atambua,ID,-9.1061,124.8925,65.68,87,100,6.15,overcast clouds
467,Lakatoro,VU,-16.0999,167.4164,79.74,81,17,8.77,few clouds
468,Faya,SA,18.3851,42.4509,68.11,68,100,7.02,overcast clouds
469,Maltahohe,NA,-24.8333,16.9833,51.62,23,0,8.93,clear sky
470,Guerrero Negro,MX,27.9769,-114.0611,82.72,48,42,12.15,scattered clouds
471,Coahuayana,MX,18.7333,-103.6833,89.38,58,84,6.2,broken clouds
472,Saint Paul,US,44.9444,-93.0933,79.12,68,75,5.75,moderate rain
473,New Deer,GB,57.5123,-2.1884,55.18,1,49,2.15,scattered clouds
474,Okahandja,NA,-21.9833,16.9167,56.62,28,1,3.83,clear sky
475,Bardiyah,LY,31.7561,25.0865,78.96,74,0,16.96,clear sky
476,Fare,PF,-16.7,-151.0167,77.23,75,60,7.14,broken clouds
477,Fairbanks,US,64.8378,-147.7164,59.49,54,75,16.11,broken clouds
478,Paramonga,PE,-10.6667,-77.8333,64.98,77,76,12.19,broken clouds
479,Mount Isa,AU,-20.7333,139.5,55.17,38,0,8.05,clear sky
480,Ust-Ordynskiy,RU,52.805,104.7508,49.91,90,100,2.33,overcast clouds
481,Arlit,NE,18.7369,7.3853,100.31,10,23,16.96,few clouds
482,Emerald,AU,-23.5333,148.1667,48.34,77,0,15.93,clear sky
483,Tual,ID,-5.6667,132.75,79.23,79,37,23.64,scattered clouds
484,Mehamn,NO,71.0357,27.8492,58.95,88,0,0.0,clear sky
485,Mpulungu,ZM,-8.7623,31.1141,71.35,56,78,10.51,broken clouds
486,Karasjok,NO,69.4719,25.5112,58.59,98,100,5.66,light rain
487,Okhotsk,RU,59.3833,143.3,59.99,79,100,3.2,overcast clouds
488,Aleksandrovka,UA,46.8383,32.7612,67.93,51,0,1.86,clear sky
489,Waipawa,NZ,-41.4122,175.5153,48.29,96,100,8.95,moderate rain
490,Isangel,VU,-19.55,169.2667,74.34,86,97,12.15,overcast clouds
491,Tingi,TZ,-11.3,35.0333,56.5,74,17,1.16,few clouds
492,Celestun,MX,20.8667,-90.4,84.96,69,36,16.44,scattered clouds
493,Nortelandia,BR,-14.4547,-56.8028,91.63,22,7,2.59,clear sky
494,Sao Filipe,CV,14.8961,-24.4956,77.81,82,88,2.86,overcast clouds
495,Camacha,PT,33.0833,-16.3333,67.42,88,40,13.8,scattered clouds
496,Hofn,IS,64.2539,-15.2082,50.07,89,100,2.57,overcast clouds
497,Mandalgovi,MN,45.7625,106.2708,51.57,84,2,13.06,clear sky
498,Pahrump,US,36.2083,-115.9839,96.44,38,37,3.0,scattered clouds
499,Abatskoye,RU,56.2875,70.4555,63.77,96,100,6.82,overcast clouds
500,Valente,BR,-11.4122,-39.4619,71.04,73,93,13.89,overcast clouds
501,Ronneby,SE,56.21,15.276,59.5,72,100,5.75,overcast clouds
502,Slyudyanka,RU,51.6594,103.7061,51.28,89,100,5.55,overcast clouds
503,Waingapu,ID,-9.6567,120.2641,71.04,81,88,7.38,overcast clouds
504,Semnan,IR,35.5729,53.3971,93.04,27,18,4.61,few clouds
505,Cabedelo,BR,-6.9811,-34.8339,77.67,83,77,12.48,broken clouds
506,Oranjemund,NA,-28.55,16.4333,56.23,82,83,4.45,broken clouds
507,Mnogovershinnyy,RU,53.9353,139.9242,54.46,94,100,1.32,overcast clouds
508,Teya,RU,60.3778,92.6267,56.61,94,100,4.12,light rain
509,Husavik,IS,66.0449,-17.3389,54.0,77,98,4.61,overcast clouds
510,Snezhnogorsk,RU,69.1933,33.2531,62.38,97,100,10.38,overcast clouds
511,Shakhovskaya,RU,56.0283,35.5097,63.43,87,2,2.35,clear sky
512,Warrnambool,AU,-38.3833,142.4833,52.32,90,64,12.59,broken clouds
513,Lasa,IT,46.6166,10.7002,68.88,90,66,3.96,broken clouds
514,Ottumwa,US,41.02,-92.4113,81.14,72,75,5.75,broken clouds
515,Deputatskiy,RU,69.3,139.9,53.11,65,55,4.18,broken clouds
516,Fountain Hills,US,33.6117,-111.7174,94.59,42,0,0.0,clear sky
517,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,90.61,26,5,9.19,clear sky
518,Griffith,US,41.5284,-87.4237,82.94,57,75,6.91,broken clouds
519,Hailar,CN,49.2,119.7,62.38,92,5,6.96,clear sky
520,Turtas,RU,58.9417,69.1325,54.32,78,28,5.46,scattered clouds
521,Dwarka,IN,22.2394,68.9678,82.18,83,100,16.26,overcast clouds
522,Vilcun,CL,-38.65,-72.2333,54.34,92,95,5.12,overcast clouds
523,Tarija,BO,-21.5355,-64.7296,84.11,34,32,8.05,scattered clouds
524,Jiaonan,CN,35.8786,119.9753,74.62,94,31,5.53,scattered clouds
525,Nakamura,JP,32.9833,132.9333,76.21,90,10,3.06,clear sky
526,Pocao De Pedras,BR,-4.6667,-44.85,82.56,49,87,4.29,overcast clouds
527,Port Blair,IN,11.6667,92.75,80.64,83,40,2.3,mist
528,Margate,GB,51.3813,1.3862,63.3,72,100,1.99,overcast clouds
529,Batagay-Alyta,RU,67.8006,130.4114,67.66,63,95,1.43,overcast clouds
530,Kovylkino,RU,54.0388,43.9139,66.18,85,10,5.75,clear sky
531,Lubao,PH,14.9167,120.55,80.31,87,99,2.24,overcast clouds
532,La Plaine,DM,15.3333,-61.25,88.09,55,40,6.91,scattered clouds
533,Cap-Aux-Meules,CA,47.3821,-61.8597,73.45,53,20,10.36,few clouds
534,Asfi,MA,32.2994,-9.2372,74.53,75,4,17.85,clear sky
535,Yerbogachen,RU,61.2767,108.0108,59.45,85,67,8.28,broken clouds
536,Strezhevoy,RU,60.7333,77.5889,61.3,98,100,3.91,overcast clouds
537,Miranda De Ebro,ES,42.6865,-2.947,63.05,89,0,4.72,clear sky
538,Constantine,DZ,36.365,6.6147,87.21,21,40,4.61,scattered clouds
539,Bud,US,39.447,-86.1758,75.06,88,100,3.94,overcast clouds
540,Sandovo,RU,58.4602,36.4128,67.32,80,96,3.22,overcast clouds
541,Prince Rupert,CA,54.3161,-130.3201,73.49,74,0,14.97,clear sky
542,Santa Cruz De La Palma,ES,28.6835,-17.7642,82.54,42,0,14.97,clear sky
543,Taoudenni,ML,22.6783,-3.9836,104.0,9,65,11.72,broken clouds
544,Bac Lieu,VN,9.285,105.7244,79.25,83,100,7.23,overcast clouds
545,Mukhen,RU,48.1,136.1,67.08,97,85,1.41,overcast clouds
546,Hibbing,US,47.4272,-92.9377,69.4,51,100,9.22,heavy intensity rain
547,Arman,RU,59.7,150.1667,59.88,79,100,2.39,overcast clouds
548,Labuhan,ID,-6.8844,112.2051,74.25,85,83,7.45,broken clouds
549,Ust-Tsilma,RU,65.441,52.1498,52.99,75,71,3.47,broken clouds
550,Yarmouth,US,41.7057,-70.2286,84.67,62,20,6.91,few clouds
551,Trelew,AR,-43.249,-65.3051,45.91,93,100,7.85,overcast clouds
552,Jaciara,BR,-15.9653,-54.9683,86.97,23,3,2.3,clear sky
553,Pagegiai,LT,55.1381,21.9089,59.2,96,100,6.62,overcast clouds
554,Hoquiam,US,46.9809,-123.8893,85.35,84,0,14.97,clear sky
555,Borgarnes,IS,64.5383,-21.9206,55.81,85,100,6.53,overcast clouds
556,Kungurtug,RU,50.5994,97.5228,42.73,79,100,1.07,overcast clouds
557,Zaterechnyy,RU,44.7931,45.2097,76.64,48,48,4.56,scattered clouds
558,Teguldet,RU,57.3064,88.1667,51.39,95,100,2.75,overcast clouds
559,Envira,BR,-7.3,-70.2167,83.88,59,92,1.45,overcast clouds
560,Cheremukhovo,RU,60.3484,59.9851,50.68,76,93,4.45,overcast clouds
561,Payakumbuh,ID,-0.2202,100.6308,67.73,96,85,3.06,overcast clouds
562,Urucara,BR,-2.5364,-57.76,84.07,64,96,3.06,overcast clouds
563,Udayagiri,IN,20.1333,84.3833,70.75,97,96,0.83,overcast clouds
564,Zaysan,KZ,47.4667,84.8667,64.49,27,0,7.47,clear sky
565,Sinnamary,GF,5.3833,-52.95,81.43,76,41,7.23,scattered clouds
566,Payo,ID,-3.7508,103.6372,72.5,98,100,1.61,overcast clouds
567,Itarema,BR,-2.9248,-39.9167,78.28,72,40,14.58,scattered clouds
568,Zhob,PK,31.3411,69.4481,75.63,77,85,0.92,overcast clouds
569,Barquisimeto,VE,10.0739,-69.3228,83.03,94,32,14.97,scattered clouds
570,Lianzhou,CN,24.7811,112.3825,77.67,87,16,2.17,few clouds
571,Saint-Paul-Les-Dax,FR,43.7272,-1.0516,69.78,80,1,2.3,clear sky
572,Aden,YE,12.7794,45.0367,85.82,62,79,2.53,broken clouds
573,Touros,BR,-5.1989,-35.4608,76.42,78,42,13.51,scattered clouds
574,Dakar,SN,14.6937,-17.4441,82.53,78,40,16.11,scattered clouds
575,Kollam,IN,8.8833,76.6,77.0,90,82,9.66,light rain
576,Iwanai,JP,42.9744,140.5089,69.67,91,100,1.88,overcast clouds
577,Udachnyy,RU,66.4167,112.4,70.45,72,98,7.56,overcast clouds
578,Mangrul Pir,IN,20.3167,77.35,74.68,90,100,5.95,light rain
579,Kutum,SD,14.2,24.6667,86.85,25,92,5.03,overcast clouds
580,Komsomolskiy,UZ,40.4272,71.7189,84.92,32,5,2.3,clear sky
581,Huamachuco,PE,-7.8,-78.0667,53.83,70,97,5.17,light rain
582,Khorixas,NA,-20.3667,14.9667,58.68,40,24,2.62,few clouds
583,Chickasha,US,35.0526,-97.9364,105.51,24,40,14.97,scattered clouds
584,Cairns,AU,-16.9167,145.7667,65.07,91,5,10.36,clear sky
585,Roebourne,AU,-20.7833,117.1333,67.64,30,5,9.82,clear sky
586,Ardino,BG,41.5833,25.1333,68.65,63,1,4.63,clear sky
587,Mulhouse,FR,47.6667,7.4167,70.34,59,0,4.61,clear sky
588,Outjo,NA,-20.1167,16.15,60.78,24,36,7.05,scattered clouds
589,Redmond,US,47.674,-122.1215,97.61,46,0,4.0,clear sky
590,Bambari,CF,5.768,20.6757,71.76,90,99,2.82,overcast clouds
591,Disna,BY,55.568,28.1971,62.58,86,100,5.88,overcast clouds
592,Pietersburg,ZA,-23.9045,29.4688,52.65,58,0,1.14,clear sky
593,Eslov,SE,55.8393,13.3039,58.23,73,99,15.66,overcast clouds
594,Anloga,GH,5.7947,0.8973,75.9,89,98,16.08,light rain
595,Chino Valley,US,34.7575,-112.4538,84.42,62,75,9.22,broken clouds
596,Treinta Y Tres,UY,-33.2333,-54.3833,66.07,91,56,7.23,broken clouds
597,Porto Novo,BJ,6.4965,2.6036,76.55,86,100,10.74,overcast clouds
598,Matara,LK,5.9485,80.5353,77.07,91,91,4.76,overcast clouds
599,Cape Canaveral,US,28.4058,-80.6048,87.03,75,20,11.5,few clouds
600,Takoradi,GH,4.8845,-1.7554,75.38,88,100,9.08,overcast clouds
601,San Policarpo,PH,12.1791,125.5072,78.46,87,100,5.08,overcast clouds
602,Bobo Dioulasso,BF,11.1771,-4.2979,72.05,88,20,0.0,few clouds
603,Les Cayes,HT,18.2,-73.75,85.37,68,32,11.97,scattered clouds
604,Santa Ana,US,33.7456,-117.8678,97.7,58,40,9.22,scattered clouds
605,Mount Forest,CA,43.9795,-80.7221,75.38,46,9,5.75,clear sky
606,Chimoio,MZ,-19.1164,33.4833,58.95,87,20,1.95,few clouds
607,Milkovo,RU,54.7167,158.6167,61.39,76,61,3.56,broken clouds
608,Arona,ES,28.0996,-16.681,82.69,73,0,4.61,clear sky
609,Anchorage,US,61.2181,-149.9003,61.93,55,0,14.97,clear sky
610,Manohar Thana,IN,24.24,76.8018,74.57,92,98,5.82,light rain
611,Tiznit,MA,29.5833,-9.5,85.26,31,0,4.05,clear sky
612,Konotop,UA,51.2403,33.2026,62.47,87,0,4.09,clear sky
613,Sapozhok,RU,53.9419,40.6806,70.47,74,56,5.79,broken clouds
614,Basco,PH,20.4487,121.9702,84.69,74,59,5.28,broken clouds
615,Bilma,NE,18.6853,12.9164,93.2,11,32,7.61,scattered clouds
616,Hamilton,US,39.1834,-84.5333,77.25,86,100,9.22,haze
617,Nardaran,AZ,40.5561,50.0056,73.04,83,0,9.22,clear sky
618,Egvekinot,RU,66.3167,-179.1667,44.4,58,82,2.04,broken clouds
619,Muyezerskiy,RU,63.9333,31.65,64.04,73,100,9.78,overcast clouds
620,Dauphin,CA,51.1494,-100.0502,69.94,52,75,25.32,thunderstorm with light rain
621,Shaoguan,CN,24.8,113.5833,78.89,84,32,1.54,scattered clouds
622,Prince George,CA,53.9166,-122.753,84.25,51,0,9.22,clear sky
623,Port Lincoln,AU,-34.7333,135.8667,51.35,78,100,11.52,overcast clouds
624,Riyadh,SA,24.6877,46.7219,95.14,13,98,9.28,overcast clouds
625,La Macarena,CO,2.1837,-73.7849,78.91,94,85,3.0,overcast clouds
626,Pandaria,IN,22.2333,81.4167,78.64,84,94,0.85,light rain
627,Abilene,US,32.4487,-99.7331,104.07,20,0,16.11,clear sky
628,Ornskoldsvik,SE,63.2909,18.7153,59.95,100,100,4.61,overcast clouds
629,Limbang,MY,4.75,115.0,75.31,98,100,1.86,overcast clouds
630,Ayan,RU,56.45,138.1667,58.71,79,88,6.96,overcast clouds
631,Ceske Velenice,CZ,48.7685,14.9637,67.96,88,80,3.0,broken clouds
632,Ardabil,IR,38.2498,48.2933,62.15,88,75,6.91,fog
633,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.66,84,82,12.26,broken clouds
634,Malumfashi,NG,11.7853,7.6218,75.18,83,95,11.65,overcast clouds
635,Nelson,NZ,-41.2833,173.2833,53.29,99,100,1.86,light rain
636,Miles City,US,46.4083,-105.8406,81.57,36,75,11.5,broken clouds
637,Paka,MY,4.6374,103.4368,76.98,100,100,0.0,overcast clouds
638,Dingzhou,CN,38.5131,114.9956,75.31,77,67,1.77,broken clouds
639,Ahipara,NZ,-35.1667,173.1667,56.52,75,98,15.32,overcast clouds
640,Nuristan,AF,35.3,70.8333,52.32,77,46,1.34,scattered clouds
641,Axim,GH,4.8699,-2.2405,76.33,84,98,10.18,overcast clouds
642,Nalut,LY,30.3333,10.85,86.94,11,0,8.99,clear sky
643,Morgan City,US,29.6994,-91.2068,89.04,59,86,9.44,overcast clouds
644,Sisimiut,GL,66.9395,-53.6735,42.66,85,89,6.85,overcast clouds
645,Pontianak,ID,-0.0333,109.3333,73.38,100,75,3.44,broken clouds
646,Sobolevo,RU,54.4299,31.8996,61.68,89,4,2.35,clear sky
647,Gamba,GA,-2.65,10.0,70.03,89,56,5.12,broken clouds
648,Eidfjord,NO,60.4675,7.0719,53.92,98,100,6.4,overcast clouds
649,Dzaoudzi,YT,-12.7887,45.2699,73.29,78,0,9.22,clear sky
650,Sindor,RU,62.8629,51.8905,51.04,66,24,1.21,few clouds
651,Zheleznodorozhnyy,RU,55.7503,38.0042,72.12,80,53,3.8,broken clouds
652,Iquique,CL,-20.2208,-70.1431,60.84,76,74,9.04,broken clouds
653,Fortuna Foothills,US,32.6578,-114.4119,107.22,25,20,10.36,few clouds
654,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.46,89,44,2.15,scattered clouds
655,Hun,LY,29.1268,15.9477,86.0,18,0,9.37,clear sky
656,Corrales,US,35.2378,-106.6067,92.05,35,40,10.36,scattered clouds
657,Wanning,CN,18.8003,110.3967,79.12,88,21,4.72,few clouds
