City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
372,Hobyo,SO,75.92,few clouds,5.3505,48.5268,Iftin hotel hobyo
376,Yangjiang,CN,80.49,clear sky,21.85,111.9667,HUALUXE Yangjiang City Center
377,Cam Ranh,VN,76.96,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
381,Kamalpur,IN,73.94,scattered clouds,24.2,91.8333,Sagar Guest House. সাগর গেস্ট হাউস
384,Tura,IN,72.14,light rain,25.5198,90.2201,Hotel RIKMAN Continental
385,Huaiyin,CN,73.06,clear sky,33.5886,119.0192,锦江之星
386,Pochutla,MX,82.78,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
388,Tarakan,ID,78.26,overcast clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
391,Pandan,PH,79.74,overcast clouds,14.0453,124.1694,Bonifacio Lodge
392,Sangareddi,IN,71.65,overcast clouds,17.6294,78.0917,OYO 73247 Cgr Manjeera
394,Davila,PH,81.37,overcast clouds,18.4726,120.5763,Blue Ridge Beach Resort
397,Martapura,ID,77.09,mist,-3.4167,114.85,Montana Hotel Syariah
400,Mitsamiouli,KM,76.21,clear sky,-11.3847,43.2844,Foyer ADM
403,Lorengau,PG,81.23,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
405,Libreville,GA,76.05,overcast clouds,0.3925,9.4537,Le Méridien Re-Ndama
408,Hami,CN,79.25,clear sky,42.8,93.45,Laoyutang Resort
409,Langsa,ID,73.76,light rain,4.4683,97.9683,OYO 3328 Hotel Mori
411,Shelburne,CA,74.3,clear sky,44.0787,-80.2041,The Retreat at the Farm
413,Naze,JP,76.12,clear sky,28.3667,129.4833,Shishime Hotel
418,Porto Santo,PT,70.18,scattered clouds,33.072,-16.3415,Hotel Porto Santo & Spa
421,Clinton,US,84.88,scattered clouds,42.587,-82.9199,River's Edge
422,Riachao Do Jacuipe,BR,70.25,broken clouds,-11.8069,-39.3856,Riachão Palace Hotel
423,Sept-Iles,CA,73.83,broken clouds,50.2001,-66.3821,Comfort Inn
424,Zhuhai,CN,86.86,few clouds,22.2769,113.5678,珠海粤财假日酒店
431,Medina Del Campo,ES,73.63,clear sky,41.3124,-4.9141,Hotel Villa de Ferias
433,Odienne,CI,71.98,scattered clouds,9.51,-7.5692,Oustaz Vame DIAKITE
434,Grand-Santi,GF,77.95,light rain,4.25,-54.3833,Hotel La Villa Couacou
435,Lumphat,KH,73.44,overcast clouds,13.4878,106.9816,Lumphat Homestay​ &​lake​side
441,Sorong,ID,76.1,scattered clouds,-0.8833,131.25,Waigo Splash Hotel
443,Nanakuli,US,82.35,overcast clouds,21.3906,-158.1547,Camp Pālehua
446,Dangtu,CN,77.05,clear sky,31.5723,118.4928,City Bianjie Hotel Maanshan Dangtu
450,Uruacu,BR,80.15,clear sky,-14.5247,-49.1408,Cassius Hotel
451,Titlagarh,IN,78.3,overcast clouds,20.3,83.15,Jalaram Lodging & Boarding
452,Wau,SS,71.01,overcast clouds,7.7029,27.9953,Universal Gab Hotel
453,Sokoni,TZ,75.74,scattered clouds,-6.4333,39.55,Ujamaa Beach Resort
456,Fougamou,GA,76.8,scattered clouds,-1.2154,10.5838,Résidence d'Hôtes Bapedy
457,Marsh Harbour,BS,84.25,broken clouds,26.5412,-77.0636,Abaco Beach Resort
458,Dharchula,IN,72.61,overcast clouds,29.85,80.5333,Mahara Hotel
459,Siuna,NI,73.89,overcast clouds,13.7332,-84.7773,hotel los chinitos
460,Myitkyina,MM,73.44,overcast clouds,25.3833,97.4,Shwe Phyu Hotel
461,Bumba,CD,71.67,overcast clouds,2.1833,22.4667,Père Carlos
463,Vanimo,PG,76.96,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
467,Lakatoro,VU,79.74,few clouds,-16.0999,167.4164,Lakatoro Palm Lodge
470,Guerrero Negro,MX,82.72,scattered clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
471,Coahuayana,MX,89.38,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
472,Saint Paul,US,79.12,moderate rain,44.9444,-93.0933,"InterContinental Saint Paul Riverfront, an IHG Hotel"
475,Bardiyah,LY,78.96,clear sky,31.7561,25.0865,بورتو بردية
476,Fare,PF,77.23,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
483,Tual,ID,79.23,scattered clouds,-5.6667,132.75,Grand Vilia Hotel
485,Mpulungu,ZM,71.35,broken clouds,-8.7623,31.1141,Chela moche guest house
490,Isangel,VU,74.34,overcast clouds,-19.55,169.2667,Tanna Lodge
492,Celestun,MX,84.96,scattered clouds,20.8667,-90.4,Posada Lilia
494,Sao Filipe,CV,77.81,overcast clouds,14.8961,-24.4956,Hotel Xaguate
500,Valente,BR,71.04,overcast clouds,-11.4122,-39.4619,Bel Pousada E Restaurante
503,Waingapu,ID,71.04,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
505,Cabedelo,BR,77.67,broken clouds,-6.9811,-34.8339,Pousada Camboinha
514,Ottumwa,US,81.14,broken clouds,41.02,-92.4113,Hampton Inn Ottumwa
518,Griffith,US,82.94,broken clouds,41.5284,-87.4237,Apartment above Depot Bar
521,Dwarka,IN,82.18,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
523,Tarija,BO,84.11,scattered clouds,-21.5355,-64.7296,Hostal Granny
524,Jiaonan,CN,74.62,scattered clouds,35.8786,119.9753,Vienna Hotel Qingdao Huangdao
525,Nakamura,JP,76.21,clear sky,32.9833,132.9333,Hotel Crown Hills Nakamura
526,Pocao De Pedras,BR,82.56,overcast clouds,-4.6667,-44.85,Hotel Magazine
527,Port Blair,IN,80.64,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
531,Lubao,PH,80.31,overcast clouds,14.9167,120.55,Hacienda Gracia
532,La Plaine,DM,88.09,scattered clouds,15.3333,-61.25,Citrus Creek Plantation
533,Cap-Aux-Meules,CA,73.45,few clouds,47.3821,-61.8597,Auberge Madeli
534,Asfi,MA,74.53,clear sky,32.2994,-9.2372,Hôtel Abda
538,Constantine,DZ,87.21,scattered clouds,36.365,6.6147,Grand Hotel Cirta
539,Bud,US,75.06,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
541,Prince Rupert,CA,73.49,clear sky,54.3161,-130.3201,Crest Hotel
542,Santa Cruz De La Palma,ES,82.54,clear sky,28.6835,-17.7642,H10 Taburiente Playa
544,Bac Lieu,VN,79.25,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
548,Labuhan,ID,74.25,broken clouds,-6.8844,112.2051,DoubleFAG
550,Yarmouth,US,84.67,few clouds,41.7057,-70.2286,Blue Rock Resort
552,Jaciara,BR,86.97,clear sky,-15.9653,-54.9683,Taba Hotel
554,Hoquiam,US,85.35,clear sky,46.9809,-123.8893,Econo Lodge Inn & Suites
562,Urucara,BR,84.07,overcast clouds,-2.5364,-57.76,Pousada Maria Bonita
563,Udayagiri,IN,70.75,overcast clouds,20.1333,84.3833,Hotel Disha
565,Sinnamary,GF,81.43,scattered clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
566,Payo,ID,72.5,overcast clouds,-3.7508,103.6372,Mess keban agung
567,Itarema,BR,78.28,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
568,Zhob,PK,75.63,overcast clouds,31.3411,69.4481,ROOM # 105 DUBAI HOTEL ZHOB
569,Barquisimeto,VE,83.03,scattered clouds,10.0739,-69.3228,Hotel Príncipe
570,Lianzhou,CN,77.67,few clouds,24.7811,112.3825,Qingcheng Tourism Industry
572,Aden,YE,85.82,broken clouds,12.7794,45.0367,Sama Emirate Hotel
573,Touros,BR,76.42,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
574,Dakar,SN,82.53,scattered clouds,14.6937,-17.4441,Novotel Dakar
575,Kollam,IN,77.0,light rain,8.8833,76.6,The Raviz Ashtamudi
577,Udachnyy,RU,70.45,overcast clouds,66.4167,112.4,Severnoye Siyaniye
578,Mangrul Pir,IN,74.68,light rain,20.3167,77.35,A one dresess& cloth store Dargha chowk Mangrulpir
579,Kutum,SD,86.85,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
580,Komsomolskiy,UZ,84.92,clear sky,40.4272,71.7189,Ikathouse
587,Mulhouse,FR,70.34,clear sky,47.6667,7.4167,Auberge Saint-Laurent - HOTEL RESTAURANT
590,Bambari,CF,71.76,overcast clouds,5.768,20.6757,Hotel-Restaurant BIBICH
594,Anloga,GH,75.9,light rain,5.7947,0.8973,Pin Drop Hotel
595,Chino Valley,US,84.42,broken clouds,34.7575,-112.4538,Primrose Inn & Suites
597,Porto Novo,BJ,76.55,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
598,Matara,LK,77.07,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
599,Cape Canaveral,US,87.03,few clouds,28.4058,-80.6048,Residence Inn by Marriott Cape Canaveral Cocoa Beach
600,Takoradi,GH,75.38,overcast clouds,4.8845,-1.7554,Raybow International Hotel
601,San Policarpo,PH,78.46,overcast clouds,12.1791,125.5072,Agapita M. Nicart
602,Bobo Dioulasso,BF,72.05,few clouds,11.1771,-4.2979,IBA Hotel
603,Les Cayes,HT,85.37,scattered clouds,18.2,-73.75,Villa Orphee
605,Mount Forest,CA,75.38,clear sky,43.9795,-80.7221,Forest Plaza Motel
608,Arona,ES,82.69,clear sky,28.0996,-16.681,Paradise Court
610,Manohar Thana,IN,74.57,light rain,24.24,76.8018,GEETA SADAN
613,Sapozhok,RU,70.47,broken clouds,53.9419,40.6806,Gostinitsa
614,Basco,PH,84.69,broken clouds,20.4487,121.9702,Nathaniel's Lodge
616,Hamilton,US,77.25,haze,39.1834,-84.5333,Six Acres Bed & Breakfast
617,Nardaran,AZ,73.04,clear sky,40.5561,50.0056,Bizim Baki Baglari
621,Shaoguan,CN,78.89,scattered clouds,24.8,113.5833,Shangcheng Hotel
622,Prince George,CA,84.25,clear sky,53.9166,-122.753,Canadas Best Value Inn Prince George
625,La Macarena,CO,78.91,overcast clouds,2.1837,-73.7849,Casa Hotel Real
626,Pandaria,IN,78.64,light rain,22.2333,81.4167,Sonu Rajak
629,Limbang,MY,75.31,overcast clouds,4.75,115.0,Purnama Hotel
633,Sao Jose Da Coroa Grande,BR,74.66,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
634,Malumfashi,NG,75.18,overcast clouds,11.7853,7.6218,INFINITY CYBER CAFE MALUMFASHI
636,Miles City,US,81.57,broken clouds,46.4083,-105.8406,FairBridge Inn & Suites Miles City
637,Paka,MY,76.98,overcast clouds,4.6374,103.4368,RUMBIA RESORT VILLA Paka Terengganu
638,Dingzhou,CN,75.31,broken clouds,38.5131,114.9956,宜家时尚宾馆
641,Axim,GH,76.33,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
643,Morgan City,US,89.04,overcast clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
645,Pontianak,ID,73.38,broken clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
649,Dzaoudzi,YT,73.29,clear sky,-12.7887,45.2699,Le Rocher
651,Zheleznodorozhnyy,RU,72.12,broken clouds,55.7503,38.0042,Hotel Dali
654,Sao Gabriel Da Cachoeira,BR,80.46,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
655,Hun,LY,86.0,clear sky,29.1268,15.9477,Alrwasi Hotel
657,Wanning,CN,79.12,few clouds,18.8003,110.3967,Paradise Hotel
